antigen_name,cancer_type,mean_tumor_expression,mean_normal_expression,stability_score,literature_support,immunogenicity_score,surface_accessibility,clinical_trials_count,viability_label,data_source,source_database,evidence_level
VCAM13B,Endometrial Cancer,2.9,1.06,0.607,0.803,0.627,0.73,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13B,Renal Cancer,2.31,1.31,0.941,0.579,0.332,0.653,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13B,Glioblastoma,1.65,2.19,0.572,0.663,0.256,0.806,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13B,Leukemia,6.49,1.43,0.929,0.776,0.727,0.745,12,1,computationally_derived,CARVanta-Computed,computational
VCAM13B,Lymphoma,2.05,1.01,0.882,0.575,0.421,0.873,4,0,computationally_derived,CARVanta-Computed,computational
VCAM13B,Breast Cancer,5.56,1.02,0.937,0.442,0.836,0.915,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13C,Liver Cancer,1.79,2.97,0.481,0.856,0.526,0.93,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13C,Gastric Cancer,2.71,0.96,0.835,0.708,0.592,0.515,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13C,Thyroid Cancer,4.7,0.43,0.782,0.655,0.633,0.809,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13C,Glioblastoma,1.62,1.47,0.914,0.711,0.34,0.837,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13C,Breast Cancer,2.99,1.43,0.655,0.461,0.795,0.891,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13C,Leukemia,1.7,0.88,0.96,0.269,0.459,0.92,28,0,computationally_derived,CARVanta-Computed,computational
VCAM13C,Pancreatic Cancer,3.43,1.26,0.787,0.666,0.331,0.722,28,1,computationally_derived,CARVanta-Computed,computational
VCAM13D,Gastric Cancer,8.52,0.75,0.6,0.929,0.855,0.935,20,0,computationally_derived,CARVanta-Computed,computational
VCAM13D,Melanoma,4.01,1.85,0.613,0.547,0.423,0.764,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13D,Endometrial Cancer,3.34,1.47,0.735,0.346,0.643,0.934,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13D,Breast Cancer,15.0,1.1,0.954,0.625,0.509,0.737,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13D,Renal Cancer,2.7,0.83,0.951,0.578,0.713,0.747,1,0,computationally_derived,CARVanta-Computed,computational
VCAM13D,Prostate Cancer,2.41,1.59,0.845,0.453,0.726,0.742,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13D,Ovarian Cancer,1.92,0.89,0.877,0.684,0.519,0.917,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13D,Liver Cancer,6.94,1.23,0.624,0.784,0.57,0.931,4,0,computationally_derived,CARVanta-Computed,computational
VCAM13E,Renal Cancer,1.44,2.05,0.906,0.631,0.169,0.927,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13E,Gastric Cancer,2.02,6.08,0.843,0.672,0.162,0.869,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13E,Ovarian Cancer,7.76,1.3,0.84,0.694,0.761,0.793,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13E,Colorectal Cancer,5.93,1.82,0.923,0.719,0.548,0.759,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13E,Head & Neck Cancer,8.89,1.65,0.969,0.656,0.714,0.799,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13E,Lung Adenocarcinoma,1.33,3.31,0.908,0.507,0.43,0.609,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13E,Bladder Cancer,3.82,5.21,0.86,0.683,0.317,0.7,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13E,Breast Cancer,6.46,4.11,0.88,0.615,0.467,0.833,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13F,Lymphoma,4.84,0.58,0.841,0.545,0.816,0.908,3,0,computationally_derived,CARVanta-Computed,computational
VCAM13F,Lung Adenocarcinoma,2.56,4.29,0.929,0.575,0.302,0.887,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13F,Liver Cancer,3.63,1.82,0.727,0.69,0.388,0.765,3,0,computationally_derived,CARVanta-Computed,computational
VCAM13F,Thyroid Cancer,2.25,2.5,0.829,0.506,0.305,0.795,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13F,Pancreatic Cancer,1.74,0.55,0.917,0.652,0.538,0.947,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13F,Head & Neck Cancer,3.31,0.63,0.87,0.651,0.67,0.981,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13F,Renal Cancer,3.05,2.95,0.834,0.613,0.372,0.944,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13F,Bladder Cancer,1.6,1.08,0.682,0.446,0.184,0.549,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13G,Lymphoma,2.78,0.75,0.723,0.513,0.572,0.866,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13G,Lung Adenocarcinoma,4.77,2.21,0.705,0.311,0.267,0.853,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13G,Liver Cancer,3.19,0.8,0.916,0.673,0.71,0.726,4,1,computationally_derived,CARVanta-Computed,computational
VCAM13G,Breast Cancer,1.36,4.24,0.712,0.671,0.53,0.663,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13G,Endometrial Cancer,4.65,1.6,0.815,0.896,0.733,0.845,0,1,computationally_derived,CARVanta-Computed,computational
VCAM13G,Leukemia,2.19,1.75,0.875,0.61,0.082,0.825,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13G,Pancreatic Cancer,3.93,1.4,0.781,0.469,0.67,0.845,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13G,Glioblastoma,1.33,1.62,0.938,0.531,0.583,0.859,0,0,computationally_derived,CARVanta-Computed,computational
VCAM13G,Myeloma,2.5,3.94,0.828,0.409,0.261,0.886,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14A,Melanoma,4.94,1.83,0.875,0.504,0.574,0.699,4,0,computationally_derived,CARVanta-Computed,computational
VCAM14A,Glioblastoma,3.63,3.34,0.856,0.746,0.233,0.859,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14A,Leukemia,6.88,11.65,0.988,0.388,0.37,0.814,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14A,Myeloma,3.41,1.24,0.893,0.509,0.385,0.871,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14A,Ovarian Cancer,9.05,5.88,0.895,0.606,0.315,0.645,4,0,computationally_derived,CARVanta-Computed,computational
VCAM14A,Pancreatic Cancer,5.11,4.25,0.971,0.428,0.517,0.929,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14A,Prostate Cancer,2.54,1.25,0.828,0.677,0.357,0.965,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14A,Lung Adenocarcinoma,7.77,0.55,0.878,0.584,0.784,0.872,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14A,Bladder Cancer,1.09,0.77,0.897,0.462,0.269,0.884,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14A,Liver Cancer,3.33,1.89,0.881,0.818,0.422,0.968,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14B,Renal Cancer,1.11,0.66,0.734,0.763,0.4,0.86,11,0,computationally_derived,CARVanta-Computed,computational
VCAM14B,Bladder Cancer,1.79,0.88,0.935,0.375,0.225,0.771,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14B,Melanoma,6.64,1.48,0.768,0.351,0.724,0.966,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14B,Prostate Cancer,5.58,2.85,0.753,0.273,0.39,0.753,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14B,Lung Adenocarcinoma,2.81,2.17,0.971,0.308,0.252,0.931,5,0,computationally_derived,CARVanta-Computed,computational
VCAM14B,Endometrial Cancer,3.22,4.49,0.917,0.64,0.301,0.933,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14B,Leukemia,1.98,1.62,0.658,0.77,0.34,0.941,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14C,Ovarian Cancer,3.19,1.74,0.847,0.698,0.349,0.894,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14C,Melanoma,4.69,2.99,0.519,0.544,0.523,0.819,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14C,Liver Cancer,2.56,0.59,0.301,0.789,0.748,0.797,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14C,Bladder Cancer,1.41,2.78,0.886,0.273,0.542,0.793,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14C,Leukemia,2.1,2.19,0.884,0.773,0.206,0.89,8,0,computationally_derived,CARVanta-Computed,computational
VCAM14C,Renal Cancer,8.34,1.42,0.485,0.413,0.733,0.836,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14C,Breast Cancer,2.14,2.16,0.713,0.402,0.307,0.679,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14C,Endometrial Cancer,2.58,1.52,0.784,0.636,0.475,0.99,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14D,Prostate Cancer,4.65,1.45,0.559,0.44,0.885,0.669,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14D,Colorectal Cancer,8.26,9.96,0.815,0.499,0.302,0.829,2,0,computationally_derived,CARVanta-Computed,computational
VCAM14D,Myeloma,2.79,1.08,0.866,0.253,0.4,0.909,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14D,Head & Neck Cancer,4.13,1.37,0.675,0.483,0.603,0.842,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14D,Gastric Cancer,1.88,0.55,0.578,0.587,0.441,0.69,2,0,computationally_derived,CARVanta-Computed,computational
VCAM14D,Melanoma,2.01,0.53,0.748,0.548,0.318,0.893,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14D,Renal Cancer,9.9,0.91,0.531,0.538,0.755,0.919,1,0,computationally_derived,CARVanta-Computed,computational
VCAM14D,Pancreatic Cancer,3.86,0.58,0.956,0.803,0.645,0.826,0,1,computationally_derived,CARVanta-Computed,computational
VCAM14E,Liver Cancer,8.02,1.97,0.887,0.45,0.259,0.677,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14E,Endometrial Cancer,8.31,3.29,0.871,0.588,0.552,0.764,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14E,Breast Cancer,1.43,1.9,0.622,0.814,0.616,0.87,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14E,Bladder Cancer,5.88,0.95,0.957,0.416,0.68,0.938,5,0,computationally_derived,CARVanta-Computed,computational
VCAM14E,Myeloma,3.47,0.37,0.87,0.656,0.731,0.927,0,1,computationally_derived,CARVanta-Computed,computational
VCAM14E,Lung Adenocarcinoma,8.57,0.53,0.938,0.473,0.951,0.835,1,0,computationally_derived,CARVanta-Computed,computational
VCAM14E,Melanoma,1.38,0.43,0.95,0.713,0.645,0.933,0,1,computationally_derived,CARVanta-Computed,computational
VCAM14E,Colorectal Cancer,4.83,0.78,0.82,0.816,0.893,0.95,0,1,computationally_derived,CARVanta-Computed,computational
VCAM14E,Lymphoma,10.12,1.52,0.928,0.556,0.788,0.746,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14F,Lymphoma,3.48,0.25,0.836,0.419,0.852,0.852,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14F,Gastric Cancer,2.35,2.42,0.684,0.302,0.159,0.87,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14F,Glioblastoma,2.75,1.24,0.744,0.738,0.202,0.631,3,0,computationally_derived,CARVanta-Computed,computational
VCAM14F,Colorectal Cancer,2.32,1.01,0.816,0.636,0.585,0.884,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14F,Bladder Cancer,6.81,0.82,0.736,0.602,0.526,0.91,14,0,computationally_derived,CARVanta-Computed,computational
VCAM14F,Head & Neck Cancer,2.91,2.29,0.626,0.271,0.269,0.765,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14F,Lung Adenocarcinoma,7.54,1.29,0.926,0.544,0.563,0.542,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14G,Lung Adenocarcinoma,2.28,2.45,0.533,0.873,0.242,0.652,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14G,Renal Cancer,4.37,0.9,0.898,0.54,0.789,0.847,15,0,computationally_derived,CARVanta-Computed,computational
VCAM14G,Ovarian Cancer,4.71,2.73,0.941,0.668,0.648,0.762,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14G,Breast Cancer,3.72,1.12,0.825,0.448,0.864,0.801,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14G,Bladder Cancer,3.35,2.14,0.827,0.629,0.52,0.735,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14G,Glioblastoma,5.13,1.05,0.91,0.506,0.65,0.471,0,0,computationally_derived,CARVanta-Computed,computational
VCAM14G,Prostate Cancer,2.97,1.22,0.882,0.609,0.507,0.867,7,1,computationally_derived,CARVanta-Computed,computational
VCAM15A,Bladder Cancer,2.45,2.1,0.753,0.503,0.193,0.99,3,0,computationally_derived,CARVanta-Computed,computational
VCAM15A,Endometrial Cancer,5.82,0.6,0.835,0.517,0.651,0.881,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15A,Ovarian Cancer,0.54,0.39,0.835,0.747,0.525,0.494,39,0,computationally_derived,CARVanta-Computed,computational
VCAM15A,Melanoma,1.16,1.78,0.86,0.454,0.152,0.622,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15A,Breast Cancer,3.99,0.94,0.784,0.665,0.697,0.795,0,1,computationally_derived,CARVanta-Computed,computational
VCAM15A,Lymphoma,1.94,2.2,0.796,0.61,0.422,0.728,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15A,Leukemia,1.73,2.18,0.788,0.473,0.151,0.957,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15A,Liver Cancer,3.85,1.09,0.804,0.688,0.857,0.595,0,1,computationally_derived,CARVanta-Computed,computational
VCAM15A,Renal Cancer,2.43,2.53,0.905,0.42,0.14,0.977,2,0,computationally_derived,CARVanta-Computed,computational
VCAM15B,Lymphoma,1.03,2.65,0.796,0.6,0.41,0.903,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15B,Colorectal Cancer,5.36,1.38,0.955,0.571,0.428,0.766,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15B,Bladder Cancer,3.43,5.14,0.734,0.551,0.344,0.778,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15B,Glioblastoma,11.28,1.02,0.884,0.531,0.725,0.735,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15B,Pancreatic Cancer,3.03,2.34,0.492,0.707,0.267,0.832,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15C,Breast Cancer,1.9,2.7,0.846,0.814,0.084,0.953,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15C,Prostate Cancer,4.89,1.1,0.777,0.708,0.671,0.922,0,1,computationally_derived,CARVanta-Computed,computational
VCAM15C,Leukemia,0.85,0.65,0.871,0.65,0.361,0.686,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15C,Gastric Cancer,4.32,2.01,0.929,0.446,0.421,0.791,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15C,Bladder Cancer,1.06,0.97,0.781,0.827,0.377,0.894,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15C,Liver Cancer,7.04,2.61,0.584,0.546,0.382,0.924,4,0,computationally_derived,CARVanta-Computed,computational
VCAM15D,Colorectal Cancer,2.68,2.17,0.656,0.492,0.184,0.64,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15D,Gastric Cancer,4.7,0.47,0.696,0.767,0.567,0.703,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15D,Liver Cancer,1.49,1.31,0.669,0.584,0.258,0.758,1,0,computationally_derived,CARVanta-Computed,computational
VCAM15D,Myeloma,4.82,2.6,0.962,0.606,0.673,0.924,2,0,computationally_derived,CARVanta-Computed,computational
VCAM15D,Renal Cancer,2.33,0.92,0.949,0.598,0.562,0.891,2,0,computationally_derived,CARVanta-Computed,computational
VCAM15D,Melanoma,9.18,0.53,0.826,0.679,0.689,0.762,1,1,computationally_derived,CARVanta-Computed,computational
VCAM15D,Pancreatic Cancer,2.85,2.48,0.767,0.704,0.241,0.714,7,0,computationally_derived,CARVanta-Computed,computational
VCAM15E,Ovarian Cancer,1.28,1.83,0.794,0.717,0.073,0.963,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15E,Head & Neck Cancer,4.91,0.94,0.812,0.551,0.738,0.754,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15E,Leukemia,3.7,1.92,0.703,0.609,0.535,0.844,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15E,Melanoma,1.7,0.67,0.883,0.672,0.453,0.711,0,1,computationally_derived,CARVanta-Computed,computational
VCAM15E,Gastric Cancer,2.41,0.74,0.891,0.608,0.661,0.648,0,1,computationally_derived,CARVanta-Computed,computational
VCAM15E,Liver Cancer,4.11,1.54,0.851,0.669,0.305,0.761,0,1,computationally_derived,CARVanta-Computed,computational
VCAM15E,Colorectal Cancer,1.25,3.62,0.909,0.731,0.303,0.938,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15E,Renal Cancer,2.77,1.49,0.856,0.282,0.583,0.839,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15E,Glioblastoma,14.78,1.22,0.861,0.657,0.699,0.964,0,1,computationally_derived,CARVanta-Computed,computational
VCAM15F,Bladder Cancer,1.85,0.69,0.769,0.817,0.175,0.833,0,1,computationally_derived,CARVanta-Computed,computational
VCAM15F,Pancreatic Cancer,1.62,1.87,0.929,0.448,0.28,0.978,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15F,Renal Cancer,3.47,1.28,0.967,0.544,0.664,0.875,4,0,computationally_derived,CARVanta-Computed,computational
VCAM15F,Lymphoma,5.73,3.29,0.987,0.624,0.764,0.694,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15F,Glioblastoma,3.62,1.43,0.864,0.626,0.74,0.876,0,1,computationally_derived,CARVanta-Computed,computational
VCAM15F,Colorectal Cancer,4.38,0.51,0.793,0.482,0.675,0.577,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15F,Head & Neck Cancer,4.66,3.27,0.873,0.633,0.155,0.782,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15G,Renal Cancer,11.29,1.65,0.713,0.596,0.929,0.98,3,0,computationally_derived,CARVanta-Computed,computational
VCAM15G,Breast Cancer,3.18,0.47,0.867,0.515,0.776,0.919,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15G,Prostate Cancer,5.51,1.91,0.853,0.714,0.381,0.822,0,1,computationally_derived,CARVanta-Computed,computational
VCAM15G,Myeloma,1.9,1.12,0.842,0.814,0.717,0.926,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15G,Lymphoma,2.92,2.42,0.904,0.639,0.271,0.952,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15G,Thyroid Cancer,5.77,2.83,0.952,0.787,0.562,0.847,2,0,computationally_derived,CARVanta-Computed,computational
VCAM15G,Leukemia,8.96,2.58,0.906,0.296,0.769,0.907,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15G,Liver Cancer,9.87,5.75,0.827,0.475,0.36,0.752,2,0,computationally_derived,CARVanta-Computed,computational
VCAM15G,Bladder Cancer,5.71,9.31,0.611,0.471,0.268,0.617,0,0,computationally_derived,CARVanta-Computed,computational
VCAM15G,Ovarian Cancer,4.49,2.56,0.873,0.502,0.43,0.882,0,0,computationally_derived,CARVanta-Computed,computational
VCAM16A,Melanoma,1.87,1.05,0.572,0.479,0.32,0.802,6,0,computationally_derived,CARVanta-Computed,computational
VCAM16A,Bladder Cancer,4.0,1.32,0.7,0.701,0.784,0.844,0,0,computationally_derived,CARVanta-Computed,computational
VCAM16A,Colorectal Cancer,3.97,2.43,0.843,0.818,0.557,0.763,0,0,computationally_derived,CARVanta-Computed,computational
VCAM16A,Pancreatic Cancer,3.34,0.61,0.806,0.386,0.67,0.654,0,0,computationally_derived,CARVanta-Computed,computational
VCAM16A,Endometrial Cancer,1.97,1.05,0.886,0.733,0.503,0.925,7,0,computationally_derived,CARVanta-Computed,computational
VCAM16A,Ovarian Cancer,2.01,4.41,0.78,0.571,0.199,0.958,0,0,computationally_derived,CARVanta-Computed,computational
VCAM16B,Leukemia,4.84,0.94,0.743,0.696,0.459,0.818,6,0,computationally_derived,CARVanta-Computed,computational
VCAM16B,Renal Cancer,9.62,5.61,0.792,0.709,0.795,0.906,3,0,computationally_derived,CARVanta-Computed,computational
VCAM16B,Lymphoma,4.25,0.61,0.903,0.818,0.544,0.732,0,1,computationally_derived,CARVanta-Computed,computational
VCAM16B,Prostate Cancer,4.04,1.96,0.664,0.85,0.591,0.866,2,0,computationally_derived,CARVanta-Computed,computational
VCAM16B,Bladder Cancer,5.71,1.76,0.748,0.778,0.598,0.878,0,0,computationally_derived,CARVanta-Computed,computational
VCAM16B,Myeloma,4.99,4.1,0.935,0.652,0.519,0.864,0,0,computationally_derived,CARVanta-Computed,computational
VCAM16C,Renal Cancer,4.07,1.45,0.798,0.57,0.425,0.905,0,0,computationally_derived,CARVanta-Computed,computational
VCAM16C,Liver Cancer,3.37,1.57,0.911,0.626,0.292,0.833,0,0,computationally_derived,CARVanta-Computed,computational
VCAM16C,Breast Cancer,2.09,0.96,0.774,0.699,0.564,0.927,0,0,computationally_derived,CARVanta-Computed,computational
VCAM16C,Gastric Cancer,2.44,5.91,0.802,0.677,0.469,0.6,17,0,computationally_derived,CARVanta-Computed,computational
